0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,class,label
0.93175983,0.5793453,0.5807023,0.55575556,0.58829886,0.5146984,0.4864586,0.4202825,0.293679,0.18082952,0.06324331,0.006517138,0.05342855,0.12864724,0.19574639,0.13761751,0.19400683,0.19069996,0.23754479,0.26063913,0.20721717,0.2554501,0.21901195,0.20776786,0.23817587,0.24369004,0.22050242,0.22535148,0.2645646,0.2578758,0.28139856,0.2166524,0.23152107,0.2730782,0.25952074,0.33267975,0.27832976,0.35424635,0.3357296,0.37199524,0.40659177,0.43778887,0.4357074,0.42699283,0.36450037,0.40395886,0.38295338,0.39000264,0.37920174,0.44857538,0.37926304,0.30716103,0.32423753,0.35295963,0.28371102,0.31257987,0.28840506,0.30552447,0.34077942,0.28255996,0.2757603,0.3256377,0.26135087,0.3102581,0.28205675,0.25839818,0.2773283,0.29753497,0.2541812,0.30349925,0.28966302,0.26215667,0.2978874,0.28859565,0.23606196,0.22235616,0.2942673,0.30858082,0.27264595,0.26044464,0.2544514,0.24539427,0.19862351,0.2650876,0.209508,0.24947128,0.26165926,0.22680217,0.22916166,0.1981417,0.26199543,0.25759846,0.24443251,0.23549306,0.23129985,0.28492334,0.29103288,0.26370117,0.24288338,0.29113516,0.4371796,0.6008733,0.7494948,0.7931864,0.6739793,0.57639545,0.58286613,0.49729407,0.48415196,0.5148195,0.49529147,0.3516456,0.2132782,0.16708012,0.075359166,0.076243766,0.07375766,0.048174217,0.06590622,0.12671971,0.08252392,0.15950996,0.018175637,-0.03574984,0.013041201,0.003813879,-0.05595876,0.03816756,0.026059903,-0.021416424,-0.000776931,-0.039468117,0.014297887,-0.029658929,-0.013854828,0.032743644,-0.00419011,-0.011574999,-0.060298935,-0.008221547,-0.013364239,0.02999991,0.008625528,-0.04640826,0.016639808,0.027895786,-0.032850422,0.011886004,0.01889043,0.023685087,0.005326747,0.02518345,0.013006858,-0.006290508,0.032995768,0.018028121,0.019445667,0.037386492,0.007876948,0.02718192,0.002936718,0.011106094,-0.002059355,0.008725613,-0.010667991,0.021676054,-0.03942176,0.028976314,0.009651654,0.002807041,0.007895519,-0.006785195,0.01967876,-0.04823777,-0.022280954,-0.008706268,0.006271016,0.003468378,-0.01848512,-0.02070511,0.024385724,-0.015825719,-0.029470995,0.016108047,-0.012691724,-0.038373437,-0.028730646,4,Fusion of paced and normal
0.71670043,0.4716943,0.42723948,0.46754164,0.49480316,0.46999258,0.41914332,0.34537005,0.2714163,0.16388257,0.039387837,0.000522856,-0.010107204,0.013100192,0.013881594,0.08084615,0.14337596,0.23726353,0.27361616,0.35658544,0.3538522,0.34694624,0.34988454,0.3294143,0.37710732,0.34280384,0.3970477,0.46992218,0.52240896,0.43801448,0.47049406,0.4338621,0.45663252,0.4603414,0.46448323,0.5153863,0.44667062,0.52881664,0.41265118,0.50107205,0.5043886,0.52850115,0.5275045,0.5100189,0.5427713,0.54623634,0.54250014,0.5342325,0.53628534,0.51941276,0.5035931,0.44962,0.48914757,0.47903514,0.4608698,0.3914605,0.45835674,0.43594825,0.4506985,0.3368501,0.3966257,0.39410013,0.3652904,0.3718992,0.35974386,0.3739108,0.33080244,0.38222605,0.3536983,0.3849176,0.32297927,0.3364702,0.34625816,0.3453673,0.30609024,0.33100748,0.33603135,0.32475078,0.33236125,0.30597103,0.3010354,0.2934735,0.30561393,0.33266333,0.26407546,0.29434127,0.29602802,0.2379055,0.2746938,0.23070854,0.25042883,0.27296585,0.30597588,0.28495258,0.37181246,0.46292293,0.58560085,0.847182,0.8803523,0.6996331,0.5432742,0.49496862,0.42210895,0.4090811,0.38489407,0.25777656,0.18887287,0.035726517,0.03610748,0.044321172,0.02381137,0.015940122,0.035498597,0.19332436,0.19611305,0.2991755,0.23616338,0.16415074,0.011164695,-0.0398636,-0.12497604,0.0916881,-0.02841178,0.031399537,0.061179847,0.031217197,0.004909377,0.00871498,0.003196113,0.020176386,-0.07298524,-0.043058094,0.03604551,0.016953334,0.02848469,0.02451388,-0.003885129,-0.004570893,0.001741958,0.000203945,0.02400606,0.020774018,0.022242649,-0.008130503,-0.003561348,-0.016406424,-0.027283167,0.03895375,-0.025205463,0.010946717,-0.005664758,-0.005454122,0.037577014,0.020175844,0.02066795,-0.04900685,0.01765037,-0.031906556,0.011150714,-0.021019924,0.04106964,-0.001903785,-0.031807214,-0.005020663,-0.003609863,0.012014804,-0.029835582,0.008724257,0.010567614,-0.006111503,0.030473968,-0.01631864,-0.00901717,0.005969172,-0.000887576,0.03886251,0.015382762,-0.01136067,0.046312638,0.005499293,0.029090857,-0.002620118,0.007471124,0.01267134,-0.013269571,0.010026498,-0.06755657,4,Fusion of paced and normal
0.6750886,0.6098014,0.5055808,0.3830725,0.28737718,0.23824097,0.08098909,0.08121386,0.004595146,-0.002005503,0.043287694,0.08387061,0.18267702,0.26168817,0.35333896,0.3669868,0.43615022,0.50049895,0.5690354,0.5594026,0.6113729,0.54317087,0.57541645,0.4897225,0.6267798,0.5310873,0.6010577,0.6991223,0.6720154,0.68611455,0.7108759,0.64735144,0.6318528,0.6151805,0.7443576,0.7886142,0.655717,0.7756907,0.7689073,0.80063164,0.80034494,0.8236548,0.8669362,0.829021,0.80671006,0.7804396,0.74227345,0.7706481,0.683403,0.71016777,0.5923697,0.6013416,0.54630595,0.5696657,0.49314702,0.513592,0.5137966,0.54078496,0.54038215,0.54450655,0.39740136,0.47714472,0.46868578,0.44868565,0.49084276,0.4746102,0.5017867,0.513753,0.5253911,0.52929246,0.5437117,0.49040535,0.55327034,0.5353079,0.47698575,0.4979858,0.5219848,0.52306485,0.50981426,0.42822093,0.5141607,0.4572107,0.46343672,0.5094726,0.47126102,0.5101335,0.49454507,0.40788767,0.4368861,0.36854407,0.3814187,0.47851413,0.37739703,0.43583518,0.471689,0.4942854,0.56966287,0.6388296,0.6121621,0.63993233,0.65840405,0.7918174,0.8199885,0.81785524,0.8812431,0.78307986,0.64835143,0.44787863,0.3941564,0.34487176,0.3243944,0.17786904,0.18147746,0.27759433,0.27538902,0.2527057,0.2952446,0.22778669,0.32861602,0.33837932,0.46086267,0.5254348,0.56947356,0.49735075,0.5214209,0.31981415,0.14365761,0.06488827,0.03583191,0.007562975,-0.008716427,-0.03418596,0.03150133,-0.025649,-0.023412772,0.049921878,0.047579028,-0.006066902,-0.03902021,0.022910023,-0.004207498,0.051131345,0.029632526,-0.0439704,6.65E-05,-0.03186712,-0.017802125,-0.014147818,-0.010559942,0.027260583,-0.01806743,0.05079204,0.04337112,0.004441166,0.028373754,0.031476732,0.002840214,0.018440414,-0.028895954,0.05037207,-0.033463806,-0.056591313,-0.014847063,-0.008517388,0.012129963,0.002765758,-0.027933456,0.027512312,0.008876661,-0.003088007,0.09038043,-0.016130386,0.03960368,-0.045709863,0.02574825,-0.009916211,0.016308013,0.039311364,0.025204226,0.005110684,-0.008007729,-0.041710436,-0.054913014,0.02597583,-0.03892271,0.03575743,-0.035091847,4,Fusion of paced and normal
0.9623641,0.59895825,0.5852651,0.6072564,0.56611824,0.5267167,0.50125504,0.33751988,0.22346255,0.14088751,0.006928459,0.01234502,0.025359288,0.0862145,0.17316316,0.22856888,0.26583618,0.2948103,0.29030335,0.31121993,0.32768223,0.34091917,0.3219856,0.28789407,0.29826933,0.2645968,0.31213558,0.32429594,0.41484588,0.3466593,0.3570707,0.33287883,0.32027513,0.3355906,0.3871808,0.4062005,0.35463864,0.42486155,0.39026123,0.44253838,0.46454793,0.44245964,0.43292746,0.4488613,0.43820915,0.45357955,0.4345941,0.4077214,0.3937108,0.41797778,0.39053738,0.4006886,0.35917598,0.3707385,0.33815527,0.32492912,0.33715057,0.40003157,0.3603837,0.32149148,0.3445178,0.31844884,0.3124987,0.34239042,0.33541906,0.31786972,0.31683844,0.326043,0.3280015,0.31466973,0.25160444,0.301419,0.2951637,0.27901945,0.27350527,0.27235892,0.31189868,0.31358582,0.2929417,0.29182625,0.32442713,0.28917634,0.2623475,0.28723133,0.2990036,0.28999025,0.28298736,0.2617905,0.24227561,0.23446703,0.23910491,0.2618391,0.26724663,0.27856737,0.33083475,0.44613126,0.6194446,0.67863166,0.6125032,0.5126517,0.5299475,0.5160725,0.46147838,0.37628195,0.29140604,0.16518551,0.121176824,0.010703936,0.054373935,0.10682624,0.10408394,0.17451738,0.2033053,0.2999762,0.30451334,0.28409317,0.17295803,0.07181912,0.005991586,-0.052732587,-0.0280051,0.032920886,-0.002242703,-0.029013608,0.025447208,0.003587505,-0.004473517,0.021519648,0.020558804,0.022578448,-0.005564069,-0.017434914,0.017684665,0.004042652,0.002235266,0.018493906,-0.014947337,-0.009621793,-0.001066218,0.025579343,0.01061289,-0.006745033,0.011380834,0.000615686,-0.000479092,-0.014822909,-0.03427543,0.007770747,-0.003569195,-0.023955863,-0.006617493,0.003356816,0.014887475,-0.020495564,0.000115734,-0.012440516,0.014016573,0.011999228,0.013255575,0.001707297,0.01749465,0.001304868,0.00354634,-0.03757222,-0.004708531,-0.00358589,-0.00235045,0.00733718,0.003367187,6.50E-05,0.019495767,-0.032806046,-0.01569559,0.009688331,0.004267542,-0.019730374,0.006214398,-0.012934431,0.020001493,0.011012047,-0.025208384,0.002648958,-0.003097784,0.025416834,-0.014264996,-0.000981223,-0.016868593,4,Fusion of paced and normal
0.8439567,0.8052112,0.7422382,0.7793637,0.6723002,0.568587,0.4753806,0.3992875,0.2501294,0.18455511,0.1262341,0.043495517,0.010301456,0.053117793,0.08705769,0.16382815,0.21150014,0.24780971,0.2868213,0.37306845,0.30077195,0.42901075,0.42034283,0.39380348,0.449036,0.55310154,0.5667162,0.5897881,0.5994976,0.5976908,0.6541755,0.5143789,0.584462,0.5821114,0.6354611,0.6556979,0.7146474,0.75191116,0.6920718,0.6567061,0.693215,0.80912954,0.76355535,0.7278127,0.67700386,0.7227496,0.74017274,0.7258103,0.7090024,0.7036458,0.58945245,0.5571872,0.56302583,0.47407216,0.49266785,0.43493807,0.53880113,0.47663367,0.48434412,0.47816253,0.3675413,0.48486143,0.35706624,0.47584194,0.42852843,0.45320383,0.47261575,0.45904562,0.47394365,0.5485039,0.4901802,0.4626151,0.52578205,0.47529057,0.45615774,0.37234426,0.5010955,0.4907642,0.42092308,0.46158332,0.46202385,0.4149218,0.4401422,0.47914845,0.47363877,0.49769756,0.551901,0.4065064,0.49830094,0.46921736,0.41262192,0.4900239,0.42702866,0.4470144,0.43814898,0.49412048,0.5020313,0.4743636,0.5132181,0.4318416,0.51826334,0.45742002,0.623598,0.6395664,0.9242774,0.90978235,0.85043514,0.76307654,0.7852585,0.65845525,0.5446065,0.39316562,0.30581775,0.31951416,0.3244039,0.27432203,0.16286543,0.16093117,0.15028939,0.19231005,0.122600034,0.23013514,0.3879003,0.3901689,0.554734,0.47213924,0.21459098,0.082393914,0.001629251,-0.01597262,0.001592086,0.015334768,0.03225366,-0.04701705,-0.06281732,0.009012942,0.054105613,0.009431643,-0.020314198,-0.017741086,-0.028275674,0.025065094,-0.024108024,-0.019263022,-0.024002898,0.025799707,-0.018420825,-0.029111346,0.03752778,0.017003337,-0.006518344,0.03369032,0.057211775,0.027446138,-0.036469333,-0.009112727,-0.02538621,0.012568385,-0.026177729,0.04608147,-0.03150685,-0.006825833,-0.012487435,-0.01699789,0.025476955,0.010213744,0.014777267,0.022438806,0.000782403,0.01830843,0.03415378,0.042334076,-0.021780284,-0.05852674,-0.035200253,-0.009009665,-0.05689636,0.02154997,0.030039445,-0.02054343,-0.010836361,0.020224843,-0.042431034,0.03832227,-0.042860366,-0.027166268,-0.017439578,4,Fusion of paced and normal
0.935965,0.9979273,0.8660502,0.8965173,0.76204497,0.6529387,0.49186835,0.4428671,0.28468356,0.17934147,0.1396664,0.04557059,-0.05960653,-0.07979173,-0.06826726,0.048241302,0.088351056,0.14453982,0.23451209,0.3385849,0.2883081,0.40877357,0.43071386,0.38498047,0.4870569,0.65145475,0.555398,0.61456156,0.652458,0.6704128,0.72515565,0.59379435,0.67804015,0.6476594,0.70269144,0.7358049,0.86384666,0.8866768,0.78169477,0.83775926,0.8139749,0.9076591,0.9363929,0.8628938,0.8180848,0.84314466,0.8712063,0.78233397,0.79924107,0.75681186,0.6553135,0.5792482,0.6191131,0.5616883,0.54463303,0.5319068,0.55305946,0.5188745,0.4775954,0.47364116,0.38245094,0.53595126,0.38069534,0.53293526,0.44808325,0.4754833,0.449392,0.4150908,0.4758348,0.55524397,0.4709865,0.4127605,0.5282969,0.49039805,0.47756338,0.44579387,0.5031,0.53829116,0.47329414,0.45640826,0.47190714,0.48909974,0.48748207,0.4843815,0.45229483,0.55522525,0.57543755,0.45377123,0.50867677,0.44623965,0.44208574,0.4829697,0.47343168,0.5385537,0.45829707,0.45475852,0.35965058,0.36524966,0.5118416,0.56222934,0.67995507,0.48871505,0.48103392,0.48434627,0.87985855,0.9951465,0.9880787,0.8949429,0.9481643,0.9387675,0.80391335,0.6714124,0.6142702,0.5396113,0.4942732,0.40976375,0.24718657,0.14391914,0.04541047,0.17648238,0.081964694,0.15105808,0.18634175,0.10492206,0.33171228,0.3063878,0.1317212,0.17685705,0.0473833,0.026760522,0.011368305,0.001423635,0.06352992,-0.021718415,-0.0394755,0.05725673,0.012991007,0.03142638,-0.027686689,-0.052848887,-0.008855321,0.039168805,0.001436657,-0.048499953,-0.014738355,0.071982406,-0.009604733,-0.008296592,0.019308358,-0.0015746,-0.000645967,0.0911962,0.06547418,0.03909873,-0.048822735,-0.005516364,-0.05452489,0.05167294,0.008872306,0.009142521,-0.013069456,-0.006805698,-0.003857719,-0.002910445,0.025451228,0.061291013,-0.014462312,0.053755134,-0.015168524,-0.001017498,0.029257016,0.0509688,0.004033844,-0.08912898,-0.07686293,-0.039280176,-0.008161536,0.04285619,0.008139147,-0.07732995,0.037614606,0.031619623,-0.03323172,0.070679076,-0.036473844,-0.019850036,0.000314391,4,Fusion of paced and normal
1.176779,0.6149559,0.6763227,0.7431222,0.80403984,0.73676044,0.77529734,0.63399816,0.47451895,0.26400447,0.09957099,-0.019513372,0.020598017,0.073185325,0.08894006,0.14943032,0.19320521,0.18753666,0.17288208,0.21198191,0.22703263,0.24233264,0.2493628,0.19282326,0.27692428,0.23462757,0.22680882,0.18327378,0.25485578,0.25298566,0.2151618,0.14417769,0.24117215,0.2221766,0.27802438,0.33214104,0.3560966,0.31680465,0.30884206,0.4227373,0.45164737,0.46903497,0.39959592,0.39866692,0.3967268,0.45493302,0.3948423,0.37922603,0.39080086,0.39420205,0.33673742,0.3179503,0.36351526,0.3315302,0.2874712,0.26222938,0.27705094,0.2829834,0.31917414,0.26098633,0.33610407,0.2698567,0.28536782,0.27923396,0.23990878,0.23564348,0.22926746,0.28240317,0.28029248,0.30573073,0.20906009,0.23633987,0.19040303,0.25407904,0.21502677,0.24157417,0.2508927,0.27149555,0.20751607,0.2360008,0.1979311,0.23470742,0.20890446,0.2168367,0.23859142,0.165909,0.25806123,0.17109181,0.18047543,0.2556347,0.19500104,0.28167415,0.31022015,0.26404482,0.002088636,-0.13402084,0.07530594,0.6559734,0.8081348,0.58715296,0.5628273,0.5668845,0.57162285,0.6020193,0.72675526,0.7014142,0.6824479,0.44677746,0.27583978,0.20974153,0.13617362,0.16190615,0.12308536,0.24043375,0.22560696,0.27711356,0.29871905,0.19571656,0.061709695,0.020188741,0.025655393,0.041846916,0.029926956,-0.040719226,0.012926234,-0.05256121,-0.03666393,0.011750028,0.006397121,0.002089048,0.013763052,-0.02584977,0.007976664,-0.019449031,-0.03512719,0.03419909,-0.021394849,-0.022950482,-0.020971218,0.001240121,-0.0008058,0.021603553,0.014559844,-0.04831399,0.035798594,-0.009847739,-0.022424465,-0.004802947,0.029194444,-0.036054857,-0.004940125,0.015791286,0.04708635,0.00877835,-0.03853301,0.013867822,-0.005725798,0.011968915,0.035322987,0.019225061,0.047873706,-0.018813744,0.039533123,-0.044614486,0.01583758,-0.009247635,-0.037297912,0.016481142,0.029446531,0.001545926,0.047852777,-0.036291976,-0.009375834,-0.012357488,-0.024505563,0.000675101,-0.001299783,-0.011702511,0.023141036,-0.010523709,-0.007552596,0.006003338,-0.016572045,0.04301466,-0.026976015,0.026317613,-0.003222393,4,Fusion of paced and normal
0.9864073,0.50973046,0.53577644,0.5207856,0.5939754,0.5015351,0.47655165,0.3945928,0.28731897,0.1492868,0.022058886,-0.008091174,0.019858114,0.021258257,0.077534005,0.116040744,0.16052628,0.15545116,0.15689589,0.18674062,0.15589103,0.16045076,0.13608387,0.11034295,0.1453103,0.2060851,0.16118863,0.17360699,0.19137707,0.21355131,0.19962528,0.16130884,0.14408986,0.19498935,0.16633534,0.2522898,0.16433401,0.28518045,0.26680422,0.3347402,0.3296599,0.39977172,0.39635527,0.4019061,0.31406835,0.34469503,0.35106304,0.38257173,0.33565468,0.41687506,0.317219,0.24825424,0.29366425,0.26764798,0.24128653,0.25182328,0.2613643,0.25846907,0.3078724,0.25285345,0.21821964,0.30469972,0.2533453,0.2703995,0.27852088,0.23792517,0.24275762,0.27587998,0.21754469,0.28178662,0.23017547,0.23435321,0.23699185,0.26369557,0.20707771,0.19268006,0.23472615,0.2818352,0.26906243,0.23032402,0.24263221,0.27356791,0.19807786,0.21804626,0.15377852,0.23430558,0.22590944,0.21779771,0.18764146,0.19379954,0.22775672,0.23891164,0.26620206,0.21972904,0.15300211,0.20811011,0.18890043,0.1936862,0.19273022,0.18004256,0.17212164,0.25783354,0.4530188,0.6799977,0.7553333,0.7051487,0.6780807,0.66002417,0.6215053,0.657748,0.60236746,0.5471796,0.42604622,0.36409408,0.2622205,0.25727415,0.22065488,0.13026401,0.083349004,0.12854056,0.12722823,0.15309852,0.13087107,0.1336114,0.17213067,0.06873886,-0.090288766,0.007854777,-0.038010493,-0.043562084,-0.033383403,-0.061454795,0.016404783,0.011083174,0.012241315,0.046220675,-0.017366964,0.017499806,-0.04825905,-0.011818119,0.0086616,-0.012004884,0.032952696,-0.007253484,0.002076323,0.038842645,-0.04109727,-0.007414423,-0.001962072,0.013806533,0.009302758,0.03152653,0.038969196,-0.004045492,0.031936347,0.016123462,3.06E-05,0.030592207,0.006060457,0.03524269,0.031996876,0.018367123,-0.02147092,-0.000396723,0.021845955,0.04777681,-0.03683807,0.028552044,-0.000101304,0.00108326,0.009610866,0.014060834,0.009452287,-0.016869359,-0.032437436,0.002908108,0.011178225,0.024141736,-0.019971969,-0.025935777,0.016344735,0.012822933,-0.005768875,0.007464133,0.004720395,0.003414873,-0.042927556,4,Fusion of paced and normal
0.9915959,1.0253292,0.92725044,0.9078554,0.74119174,0.64455354,0.5533352,0.49235803,0.3252827,0.22541818,0.18640685,0.09187595,0.025659613,0.051254682,0.18785879,0.21079126,0.21883813,0.2389054,0.39180475,0.45151895,0.35753718,0.47891334,0.42354903,0.46979415,0.57302713,0.6333972,0.5772941,0.69088906,0.6620008,0.6459634,0.71040106,0.56596845,0.60653305,0.6177608,0.6655101,0.7189087,0.8220023,0.76741946,0.74156475,0.6943093,0.76662946,0.8275906,0.85793984,0.83299994,0.7795439,0.77760977,0.8011075,0.716214,0.72236145,0.67533714,0.5641476,0.5835659,0.5899488,0.5781858,0.5325892,0.5042592,0.51846176,0.49824277,0.47812098,0.4883561,0.35967982,0.50084585,0.3872475,0.5149544,0.44923988,0.44388872,0.4725481,0.41779035,0.47296697,0.58043253,0.52275157,0.41943932,0.5172329,0.5031318,0.46807456,0.42951164,0.5121544,0.55031043,0.43510312,0.46454918,0.43233886,0.4449842,0.45817178,0.49983442,0.4996351,0.50785005,0.57248634,0.3496641,0.467391,0.41148156,0.43641114,0.46137536,0.46068963,0.51445276,0.40976477,0.45837876,0.40626252,0.52175593,0.45508027,0.47574434,0.6772468,0.6326949,0.57529086,0.3643549,0.6741024,0.8002408,0.88496757,0.7846824,0.77863485,0.8720623,0.92299753,0.6779942,0.6132787,0.46363866,0.39737073,0.3186713,0.13049993,0.14360271,0.041006923,0.19515024,0.05254249,0.19152306,0.10552104,0.0660797,0.29600418,0.339729,0.33281755,0.35102904,0.2144277,0.13979727,0.07532474,0.056750994,0.075418204,-0.01792485,-0.05537329,0.036060575,-0.007208698,-0.011369564,-0.008689355,-0.026476743,-0.007210071,0.026073668,-0.007925521,-0.016063023,-0.020278081,0.038574688,0.002441473,-0.015789313,0.009883922,-0.031043487,-0.009076477,0.061335042,0.04183553,0.024684004,-0.03767259,-0.023644108,-0.013045517,0.048612557,0.004805492,0.025325615,-0.022542378,-0.031127948,-0.002768875,0.013478665,-0.006971139,0.083411776,-0.03973406,0.01956828,-0.009267877,-0.00805551,0.002973252,0.0335916,0.020411396,-0.08442409,-0.061628442,-0.03627657,-0.03138207,0.000177184,0.028330103,-0.033725422,0.041989688,-0.003957703,-0.07656134,0.08404419,-0.013294016,-0.004513845,0.005694559,4,Fusion of paced and normal
0.8779895,0.9480511,0.8057745,0.7824887,0.7270199,0.58401257,0.4187924,0.204714,0.15669495,0.06981693,0.043273803,-0.031897757,-0.10070253,-0.023327567,0.09151179,0.21447903,0.28933093,0.33155638,0.3539833,0.42062217,0.4471671,0.4896751,0.5401084,0.52164906,0.61764574,0.647698,0.7039467,0.71823055,0.8150576,0.7503028,0.75674665,0.73916507,0.78974533,0.7843689,0.8400105,0.8903704,0.8513333,0.93430793,0.81435883,0.9042542,0.9398748,0.85706055,0.78222793,0.8399768,0.7667216,0.759789,0.7961446,0.70158577,0.6863197,0.7077377,0.5603354,0.5568883,0.57179964,0.54519,0.46268034,0.49042004,0.4759216,0.5391967,0.5069332,0.46424204,0.49052456,0.47884208,0.5365598,0.5063656,0.46065348,0.5098818,0.49558365,0.51676977,0.5201164,0.54987496,0.532531,0.4976219,0.49339214,0.52166766,0.45513296,0.4800886,0.49612206,0.49921542,0.46833622,0.5041992,0.5371143,0.4757517,0.4997542,0.49047375,0.5000316,0.489442,0.5215701,0.46683377,0.49358296,0.47193706,0.42644006,0.53168356,0.4435786,0.3790031,0.39525127,0.43179014,0.6561152,0.9359357,0.9843145,0.7456729,0.6862134,0.8216967,0.7959107,0.6145763,0.49240747,0.29416013,0.17746726,0.09691386,0.12488501,0.039443254,0.04048647,0.01906842,0.03279931,0.26446432,0.3888068,0.5550083,0.48193097,0.52495944,0.36565512,0.093399085,-0.002005599,-0.04817287,0.031649016,-0.044341322,0.09171645,0.06786132,0.039351113,0.039329305,0.023109492,0.025472391,0.003437059,-0.009810174,-0.009635014,0.034086555,-0.005850867,0.01963183,0.021715567,-0.015874757,0.020723425,0.002403866,0.014558138,0.004393389,0.00703739,0.009962508,0.0348375,-0.036302622,-0.032680113,0.004044592,0.017233312,-0.009174751,0.009877965,0.010366256,0.0434433,0.004167694,-0.000926049,-0.010452925,0.007644325,-0.001056123,-0.004828843,0.006719488,0.027475007,-0.025244348,0.016699223,-0.017300682,0.038655758,0.019181624,-0.033345766,0.038894083,0.013630628,0.019096177,0.02774856,-0.009280799,0.005751803,-0.016432434,-0.025143001,-0.020455096,-0.001056799,0.003048632,0.002130471,-0.032561447,-0.028468069,0.002062473,-0.042730175,0.01840256,-0.038541228,0.017233374,-0.009054638,4,Fusion of paced and normal
